complaint_id,fraud_type,transaction_amount,transaction_count,complaint_count,location,latitude,longitude,location_risk,withdrawal_distance,withdrawal_hour,previous_cases,hotspot
CP-01109,Phishing,77181,8,13,Thane,19.2183,72.9781,0.51,37.22,16,0,0
CP-01110,UPI Fraud,81286,13,4,Pune,18.5204,73.8567,0.31,37.03,7,2,0
CP-01111,Phishing,49589,8,10,Mumbai,19.076,72.8777,0.2,19.1,20,1,0
CP-01112,Investment Fraud,78890,8,11,Kolhapur,16.705,74.2433,0.13,16.22,1,13,0
CP-01113,Phishing,3605,4,11,Aurangabad,19.8762,75.3433,0.34,10.69,1,7,0
CP-01114,UPI Fraud,50502,9,11,Thane,19.2183,72.9781,0.18,31.67,2,15,0
CP-01115,Phishing,7329,11,5,Mumbai,19.076,72.8777,0.94,6.72,5,6,1
CP-01116,Phishing,10745,7,15,Thane,19.2183,72.9781,0.31,36.22,7,13,0
CP-01117,Identity Theft,33132,5,10,Thane,19.2183,72.9781,0.58,48.4,6,8,0
CP-01118,Phishing,47631,7,13,Pune,18.5204,73.8567,0.17,22.35,16,13,0
CP-01119,Online Shopping Fraud,63676,1,13,Aurangabad,19.8762,75.3433,0.43,4.62,9,4,0
CP-01120,UPI Fraud,23529,5,13,Kolhapur,16.705,74.2433,0.46,22.95,12,15,0
CP-01121,Online Shopping Fraud,18411,12,16,Nagpur,21.1458,79.0882,0.2,45.85,0,0,0
CP-01122,Identity Theft,95572,6,16,Kolhapur,16.705,74.2433,0.4,21.08,12,11,0
CP-01123,Online Shopping Fraud,40845,11,19,Nashik,19.9975,73.7898,0.07,44.31,3,12,0
CP-01124,Online Shopping Fraud,25957,13,14,Mumbai,19.076,72.8777,0.96,38.68,23,11,1
CP-01125,Phishing,64544,11,12,Kolhapur,16.705,74.2433,0.7,32.72,13,7,0
CP-01126,Investment Fraud,5022,15,12,Nashik,19.9975,73.7898,0.63,33.98,22,4,0
CP-01127,UPI Fraud,60199,11,5,Thane,19.2183,72.9781,0.25,30.31,21,5,0
CP-01128,Identity Theft,12598,11,13,Pune,18.5204,73.8567,0.4,29.51,2,6,0
CP-01129,Identity Theft,56450,5,10,Mumbai,19.076,72.8777,0.5,26.89,12,9,0
CP-01130,Investment Fraud,95874,14,3,Aurangabad,19.8762,75.3433,0.11,28.84,11,4,0
CP-01131,UPI Fraud,27962,15,13,Kolhapur,16.705,74.2433,0.7,0.82,5,15,1
CP-01132,Phishing,9654,13,14,Pune,18.5204,73.8567,0.52,32.9,23,13,1
CP-01133,Online Shopping Fraud,49606,3,5,Mumbai,19.076,72.8777,0.2,9.51,3,14,0
CP-01134,Identity Theft,28362,3,7,Aurangabad,19.8762,75.3433,0.06,9.55,6,8,0
CP-01135,UPI Fraud,82660,15,20,Nashik,19.9975,73.7898,0.11,32.0,2,9,0
CP-01136,UPI Fraud,16842,5,3,Nashik,19.9975,73.7898,0.34,29.49,15,15,0
CP-01137,Phishing,8502,5,1,Pune,18.5204,73.8567,0.67,39.57,1,3,0
CP-01138,Identity Theft,1451,7,20,Thane,19.2183,72.9781,0.52,48.12,8,15,0
CP-01139,Phishing,44675,10,14,Aurangabad,19.8762,75.3433,0.34,34.25,10,10,0
CP-01140,UPI Fraud,87673,7,13,Nagpur,21.1458,79.0882,0.61,48.78,10,3,0
CP-01141,Phishing,92028,7,5,Nashik,19.9975,73.7898,0.03,6.58,16,8,0
CP-01142,UPI Fraud,59733,10,16,Nagpur,21.1458,79.0882,0.51,33.18,0,10,1
CP-01143,Phishing,47712,14,2,Kolhapur,16.705,74.2433,0.97,36.92,21,14,1
CP-01144,Identity Theft,64009,7,20,Thane,19.2183,72.9781,0.79,17.74,15,3,1
CP-01145,Phishing,80083,4,5,Nagpur,21.1458,79.0882,0.87,43.87,22,1,0
CP-01146,Identity Theft,11915,5,18,Nashik,19.9975,73.7898,0.99,23.61,14,3,1
CP-01147,UPI Fraud,71366,4,8,Kolhapur,16.705,74.2433,0.21,37.79,21,2,0
CP-01148,Phishing,94316,1,6,Nashik,19.9975,73.7898,0.93,16.66,12,8,0
CP-01149,Online Shopping Fraud,34267,11,16,Kolhapur,16.705,74.2433,0.95,33.69,21,4,1
CP-01150,Investment Fraud,95581,8,3,Kolhapur,16.705,74.2433,0.8,16.97,7,2,0
CP-01151,Phishing,94536,12,13,Nashik,19.9975,73.7898,0.65,39.36,13,7,0
CP-01152,UPI Fraud,15663,5,3,Nagpur,21.1458,79.0882,0.11,17.34,18,6,0
CP-01153,UPI Fraud,48700,3,11,Thane,19.2183,72.9781,0.95,29.06,0,9,1
CP-01154,Online Shopping Fraud,70702,4,13,Thane,19.2183,72.9781,0.98,16.32,11,4,1
CP-01155,Phishing,79355,10,8,Kolhapur,16.705,74.2433,0.11,0.95,14,10,0
CP-01156,Phishing,39405,14,8,Aurangabad,19.8762,75.3433,0.5,23.06,19,9,0
CP-01157,Investment Fraud,87708,14,2,Kolhapur,16.705,74.2433,0.6,15.79,22,3,0
CP-01158,UPI Fraud,93105,10,16,Aurangabad,19.8762,75.3433,0.63,11.18,9,12,1
CP-01159,Phishing,44165,3,7,Aurangabad,19.8762,75.3433,0.85,46.75,7,1,0
CP-01160,Online Shopping Fraud,64398,12,13,Aurangabad,19.8762,75.3433,0.3,40.84,5,0,0
CP-01161,Online Shopping Fraud,44725,7,16,Nashik,19.9975,73.7898,0.99,38.01,12,2,1
CP-01162,Investment Fraud,37598,5,7,Kolhapur,16.705,74.2433,0.7,27.63,3,4,0
CP-01163,Online Shopping Fraud,76572,14,2,Aurangabad,19.8762,75.3433,0.85,35.62,14,5,0
CP-01164,UPI Fraud,58418,12,16,Mumbai,19.076,72.8777,0.29,7.67,6,6,0
CP-01165,Identity Theft,95652,14,19,Nagpur,21.1458,79.0882,0.1,39.38,4,12,0
CP-01166,UPI Fraud,22549,15,2,Kolhapur,16.705,74.2433,0.1,48.72,5,1,0
CP-01167,Phishing,85709,6,19,Thane,19.2183,72.9781,0.43,7.85,23,12,1
CP-01168,UPI Fraud,16071,4,13,Pune,18.5204,73.8567,0.49,34.56,5,12,0
CP-01169,UPI Fraud,61274,14,13,Aurangabad,19.8762,75.3433,0.28,32.83,11,0,0
CP-01170,Online Shopping Fraud,11331,2,16,Pune,18.5204,73.8567,0.64,45.47,7,0,0
CP-01171,Identity Theft,75555,8,9,Thane,19.2183,72.9781,0.69,5.18,18,5,0
CP-01172,Online Shopping Fraud,84988,12,14,Nashik,19.9975,73.7898,0.3,6.7,10,2,0
CP-01173,UPI Fraud,53627,14,1,Mumbai,19.076,72.8777,0.39,40.96,16,15,0
CP-01174,Phishing,77140,9,4,Thane,19.2183,72.9781,0.75,10.77,21,3,0
CP-01175,UPI Fraud,79025,12,6,Aurangabad,19.8762,75.3433,0.01,22.64,10,3,0
CP-01176,UPI Fraud,75877,4,6,Mumbai,19.076,72.8777,0.09,13.21,1,2,0
CP-01177,Phishing,39635,6,18,Thane,19.2183,72.9781,0.17,48.87,21,0,0
CP-01178,Investment Fraud,6551,9,10,Nagpur,21.1458,79.0882,0.66,22.52,18,15,0
CP-01179,Phishing,46652,10,18,Thane,19.2183,72.9781,0.51,34.55,21,1,0
CP-01180,Online Shopping Fraud,25151,3,10,Pune,18.5204,73.8567,0.86,11.15,4,6,1
CP-01181,Phishing,36858,3,20,Nagpur,21.1458,79.0882,0.42,27.72,8,12,0
CP-01182,UPI Fraud,60277,2,9,Nashik,19.9975,73.7898,0.68,47.04,4,6,0
CP-01183,Identity Theft,96533,5,7,Kolhapur,16.705,74.2433,0.71,28.4,20,5,0
CP-01184,Investment Fraud,20618,6,14,Aurangabad,19.8762,75.3433,0.38,48.22,7,2,0
CP-01185,Investment Fraud,70160,2,18,Pune,18.5204,73.8567,0.41,16.8,2,11,0
CP-01186,UPI Fraud,36315,3,8,Aurangabad,19.8762,75.3433,0.27,5.35,7,12,0
CP-01187,Online Shopping Fraud,16687,3,17,Aurangabad,19.8762,75.3433,0.73,15.67,15,3,0
CP-01188,Investment Fraud,92310,10,10,Nagpur,21.1458,79.0882,0.55,30.57,1,5,0
CP-01189,Identity Theft,51560,3,12,Aurangabad,19.8762,75.3433,0.81,34.05,17,12,0
CP-01190,Phishing,17221,5,1,Thane,19.2183,72.9781,0.69,35.8,21,4,0
CP-01191,Online Shopping Fraud,74891,12,9,Nashik,19.9975,73.7898,0.05,36.41,11,7,0
CP-01192,Investment Fraud,93139,8,6,Nashik,19.9975,73.7898,0.44,18.02,14,9,0
CP-01193,Investment Fraud,68735,12,8,Nashik,19.9975,73.7898,0.31,42.97,9,13,0
CP-01194,Online Shopping Fraud,12314,11,3,Aurangabad,19.8762,75.3433,0.08,12.38,2,5,0
CP-01195,Online Shopping Fraud,11586,12,10,Pune,18.5204,73.8567,0.55,24.9,0,13,1
CP-01196,Identity Theft,18381,8,16,Kolhapur,16.705,74.2433,0.52,49.9,17,3,0
CP-01197,Phishing,81277,4,1,Pune,18.5204,73.8567,0.71,35.28,23,11,0
CP-01198,Online Shopping Fraud,87161,15,17,Kolhapur,16.705,74.2433,0.68,2.6,14,5,1
CP-01199,Identity Theft,23413,2,12,Mumbai,19.076,72.8777,0.84,25.93,1,13,1
CP-01200,Investment Fraud,22845,6,4,Nashik,19.9975,73.7898,0.34,34.11,17,3,0
CP-01201,Phishing,63824,5,9,Nagpur,21.1458,79.0882,0.21,37.03,18,12,0
CP-01202,Investment Fraud,84775,9,2,Nagpur,21.1458,79.0882,0.94,44.68,15,1,0
CP-01203,Identity Theft,81178,8,11,Pune,18.5204,73.8567,0.3,5.8,11,5,0
CP-01204,Identity Theft,1661,2,14,Nagpur,21.1458,79.0882,0.49,4.69,16,4,0
CP-01205,Investment Fraud,64386,1,5,Pune,18.5204,73.8567,0.77,12.88,15,12,0
CP-01206,Phishing,48275,7,6,Nagpur,21.1458,79.0882,0.54,13.84,14,14,0
CP-01207,UPI Fraud,46865,12,14,Mumbai,19.076,72.8777,0.01,44.24,22,6,0
CP-01208,Phishing,37842,1,5,Mumbai,19.076,72.8777,0.39,37.32,1,5,0
CP-01209,Investment Fraud,87694,5,4,Nashik,19.9975,73.7898,0.42,27.73,21,4,0
CP-01210,Phishing,52912,9,13,Aurangabad,19.8762,75.3433,0.13,47.91,0,4,0
CP-01211,Identity Theft,66036,1,8,Nagpur,21.1458,79.0882,0.05,41.58,13,0,0
CP-01212,Online Shopping Fraud,38440,5,16,Nashik,19.9975,73.7898,0.08,21.73,19,4,0
CP-01213,Phishing,33198,5,4,Mumbai,19.076,72.8777,0.86,49.72,7,13,0
CP-01214,Online Shopping Fraud,93097,13,4,Nashik,19.9975,73.7898,0.7,25.37,5,6,1
CP-01215,Phishing,83662,3,8,Kolhapur,16.705,74.2433,0.12,20.36,8,6,0
CP-01216,Phishing,2814,10,7,Nashik,19.9975,73.7898,0.09,3.02,13,9,0
CP-01217,UPI Fraud,44563,7,16,Mumbai,19.076,72.8777,0.06,21.64,1,9,0
CP-01218,UPI Fraud,48154,5,12,Nagpur,21.1458,79.0882,0.71,12.72,1,5,1
CP-01219,Identity Theft,7332,11,11,Pune,18.5204,73.8567,0.21,23.87,19,3,0
CP-01220,Online Shopping Fraud,33564,8,12,Mumbai,19.076,72.8777,0.33,6.02,21,0,0
CP-01221,Phishing,17579,6,12,Aurangabad,19.8762,75.3433,0.74,18.39,18,11,0
CP-01222,UPI Fraud,36668,4,19,Kolhapur,16.705,74.2433,0.38,44.42,4,3,0
CP-01223,Online Shopping Fraud,86267,14,7,Thane,19.2183,72.9781,0.19,22.57,3,2,0
CP-01224,UPI Fraud,45444,5,16,Thane,19.2183,72.9781,0.99,10.5,23,4,1
CP-01225,Investment Fraud,25627,7,18,Mumbai,19.076,72.8777,0.71,44.63,17,11,1
CP-01226,Phishing,83057,12,4,Nashik,19.9975,73.7898,0.91,3.85,13,0,1
CP-01227,Identity Theft,36433,12,5,Thane,19.2183,72.9781,0.29,47.81,1,6,0
CP-01228,Online Shopping Fraud,90244,9,17,Nashik,19.9975,73.7898,0.97,8.69,16,12,1
CP-01229,Online Shopping Fraud,51650,7,20,Aurangabad,19.8762,75.3433,0.27,9.61,5,6,0
CP-01230,Investment Fraud,1661,15,17,Kolhapur,16.705,74.2433,0.46,35.53,16,8,0
CP-01231,Investment Fraud,29379,5,9,Aurangabad,19.8762,75.3433,0.55,8.97,1,7,0
CP-01232,Phishing,84335,3,9,Pune,18.5204,73.8567,0.93,13.89,1,7,1
CP-01233,Online Shopping Fraud,15728,1,12,Thane,19.2183,72.9781,0.63,48.62,10,2,0
CP-01234,Investment Fraud,95144,3,14,Nagpur,21.1458,79.0882,0.9,15.1,1,0,1
CP-01235,Identity Theft,96245,5,6,Mumbai,19.076,72.8777,0.26,1.27,21,3,0
CP-01236,Investment Fraud,34230,14,20,Kolhapur,16.705,74.2433,0.55,40.93,7,10,1
CP-01237,Investment Fraud,76739,11,13,Mumbai,19.076,72.8777,0.16,11.97,23,13,0
CP-01238,Online Shopping Fraud,63284,2,16,Mumbai,19.076,72.8777,0.18,9.66,5,6,0
CP-01239,Online Shopping Fraud,96114,3,10,Nashik,19.9975,73.7898,0.02,8.56,5,12,0
CP-01240,UPI Fraud,9603,3,3,Mumbai,19.076,72.8777,0.43,23.02,20,12,0
CP-01241,UPI Fraud,69545,3,1,Kolhapur,16.705,74.2433,0.6,19.2,0,3,0
CP-01242,Online Shopping Fraud,84973,15,2,Aurangabad,19.8762,75.3433,0.13,38.62,8,4,0
CP-01243,Phishing,1731,13,4,Pune,18.5204,73.8567,0.54,41.0,22,2,0
CP-01244,Identity Theft,63470,13,19,Mumbai,19.076,72.8777,0.89,40.87,9,10,1
CP-01245,UPI Fraud,32456,1,18,Mumbai,19.076,72.8777,0.69,31.56,3,0,0
CP-01246,Phishing,71887,5,4,Pune,18.5204,73.8567,0.51,41.91,4,0,0
CP-01247,UPI Fraud,30210,7,13,Pune,18.5204,73.8567,0.15,32.94,7,12,0
CP-01248,Online Shopping Fraud,22724,2,8,Nashik,19.9975,73.7898,0.1,47.81,11,2,0
CP-01249,Online Shopping Fraud,16012,6,3,Nagpur,21.1458,79.0882,0.9,30.42,5,13,1
CP-01250,Investment Fraud,79092,3,14,Nagpur,21.1458,79.0882,0.15,33.53,9,9,0
CP-01251,UPI Fraud,36032,15,16,Pune,18.5204,73.8567,0.66,46.68,22,2,0
CP-01252,UPI Fraud,19982,13,5,Aurangabad,19.8762,75.3433,0.32,19.83,23,15,0
CP-01253,Identity Theft,76239,7,9,Pune,18.5204,73.8567,0.14,16.49,4,5,0
CP-01254,Phishing,42353,8,14,Nagpur,21.1458,79.0882,0.48,48.66,19,10,0
CP-01255,Online Shopping Fraud,86215,15,8,Aurangabad,19.8762,75.3433,0.38,27.69,17,15,0
CP-01256,UPI Fraud,30661,7,3,Thane,19.2183,72.9781,0.58,21.38,18,7,0
CP-01257,Phishing,47909,1,7,Mumbai,19.076,72.8777,0.99,1.35,17,15,1
CP-01258,Identity Theft,8308,15,12,Pune,18.5204,73.8567,0.36,42.54,4,9,0
CP-01259,UPI Fraud,72786,15,14,Mumbai,19.076,72.8777,0.24,41.48,1,4,0
CP-01260,UPI Fraud,92769,3,13,Kolhapur,16.705,74.2433,0.73,34.96,13,11,0
CP-01261,Phishing,14394,11,19,Kolhapur,16.705,74.2433,0.07,41.95,5,0,0
CP-01262,Phishing,19017,2,8,Nagpur,21.1458,79.0882,0.08,28.67,13,4,0
CP-01263,Identity Theft,97959,3,17,Nashik,19.9975,73.7898,0.7,15.33,13,10,0
CP-01264,Online Shopping Fraud,85021,12,1,Aurangabad,19.8762,75.3433,0.29,8.22,20,1,0
CP-01265,Online Shopping Fraud,23251,9,6,Aurangabad,19.8762,75.3433,0.01,41.72,21,14,0
CP-01266,Investment Fraud,34323,15,19,Kolhapur,16.705,74.2433,0.5,35.61,13,5,0
CP-01267,Identity Theft,68854,7,5,Pune,18.5204,73.8567,0.74,20.32,1,7,1
CP-01268,Investment Fraud,98279,9,20,Mumbai,19.076,72.8777,0.84,40.92,14,15,1
CP-01269,Phishing,84633,7,13,Kolhapur,16.705,74.2433,0.16,40.27,20,13,0
CP-01270,Phishing,14708,2,3,Nagpur,21.1458,79.0882,0.36,39.05,10,0,0
CP-01271,Online Shopping Fraud,21833,9,4,Nagpur,21.1458,79.0882,0.07,30.06,9,6,0
CP-01272,Online Shopping Fraud,84174,15,2,Mumbai,19.076,72.8777,0.24,4.71,18,1,0
CP-01273,Investment Fraud,63913,1,2,Aurangabad,19.8762,75.3433,0.31,47.2,0,11,0
CP-01274,Investment Fraud,66064,4,11,Nashik,19.9975,73.7898,0.75,36.42,4,3,0
CP-01275,Identity Theft,97683,9,4,Nashik,19.9975,73.7898,0.5,38.87,0,12,0
CP-01276,Phishing,5403,5,6,Thane,19.2183,72.9781,0.15,23.42,20,2,0
CP-01277,Identity Theft,89820,11,5,Mumbai,19.076,72.8777,0.77,8.47,16,10,0
CP-01278,Identity Theft,17696,6,10,Aurangabad,19.8762,75.3433,0.36,42.87,13,1,0
CP-01279,UPI Fraud,27870,10,20,Mumbai,19.076,72.8777,0.07,8.04,20,15,0
CP-01280,UPI Fraud,2458,3,10,Aurangabad,19.8762,75.3433,0.55,48.46,2,15,0
CP-01281,UPI Fraud,41619,3,10,Nashik,19.9975,73.7898,0.16,14.37,11,11,0
CP-01282,Phishing,23986,12,15,Pune,18.5204,73.8567,0.26,23.93,8,14,0
CP-01283,Identity Theft,75045,8,2,Pune,18.5204,73.8567,0.36,14.69,13,4,0
CP-01284,Online Shopping Fraud,67671,14,20,Nagpur,21.1458,79.0882,0.95,19.0,21,13,1
CP-01285,Online Shopping Fraud,34949,15,2,Nashik,19.9975,73.7898,0.62,32.37,23,7,1
CP-01286,Phishing,20758,14,4,Pune,18.5204,73.8567,0.29,8.33,12,2,0
CP-01287,UPI Fraud,61091,11,3,Nashik,19.9975,73.7898,0.35,23.69,17,14,0
CP-01288,Identity Theft,24128,12,4,Pune,18.5204,73.8567,0.92,46.16,13,6,1
CP-01289,UPI Fraud,8950,6,11,Nagpur,21.1458,79.0882,1.0,24.57,22,15,1
CP-01290,Investment Fraud,60082,1,18,Nagpur,21.1458,79.0882,0.16,23.76,20,6,0
CP-01291,Phishing,4605,10,13,Thane,19.2183,72.9781,0.06,40.52,13,15,0
CP-01292,Phishing,28220,14,1,Pune,18.5204,73.8567,0.95,34.34,8,8,1
CP-01293,Identity Theft,19077,2,9,Pune,18.5204,73.8567,0.41,15.27,22,14,0
CP-01294,Investment Fraud,28563,11,9,Thane,19.2183,72.9781,0.18,3.16,13,10,0
CP-01295,Investment Fraud,26531,6,14,Mumbai,19.076,72.8777,0.48,27.01,5,13,0
CP-01296,Online Shopping Fraud,75252,7,1,Kolhapur,16.705,74.2433,0.56,44.74,6,2,0
CP-01297,Investment Fraud,19455,6,11,Thane,19.2183,72.9781,0.01,44.88,4,15,0
CP-01298,Identity Theft,88835,7,9,Pune,18.5204,73.8567,0.52,0.68,14,4,0
CP-01299,Online Shopping Fraud,76309,2,2,Kolhapur,16.705,74.2433,0.22,48.96,13,5,0
CP-01300,Investment Fraud,28829,6,7,Nashik,19.9975,73.7898,0.95,48.6,18,0,0
CP-01301,Identity Theft,48183,1,10,Aurangabad,19.8762,75.3433,0.9,25.35,3,15,1
CP-01302,Phishing,54290,6,12,Nashik,19.9975,73.7898,0.83,21.58,10,3,0
CP-01303,Investment Fraud,56649,6,6,Nashik,19.9975,73.7898,0.55,8.55,13,12,0
CP-01304,UPI Fraud,86955,12,14,Aurangabad,19.8762,75.3433,0.63,35.25,3,2,1
CP-01305,Identity Theft,85647,1,20,Pune,18.5204,73.8567,0.93,5.63,23,3,1
CP-01306,Identity Theft,76683,13,2,Thane,19.2183,72.9781,0.67,42.66,6,7,0
CP-01307,Identity Theft,50448,2,7,Thane,19.2183,72.9781,0.86,47.55,11,14,0
CP-01308,Investment Fraud,85023,12,13,Aurangabad,19.8762,75.3433,0.01,19.04,7,9,0
CP-01309,UPI Fraud,35168,5,14,Kolhapur,16.705,74.2433,0.67,0.71,13,1,0
CP-01310,Investment Fraud,20603,13,12,Pune,18.5204,73.8567,0.84,26.19,23,10,1
CP-01311,UPI Fraud,75497,7,8,Mumbai,19.076,72.8777,0.56,19.87,19,12,0
CP-01312,Identity Theft,76240,7,5,Aurangabad,19.8762,75.3433,0.94,19.83,23,5,1
CP-01313,Online Shopping Fraud,68300,3,14,Nagpur,21.1458,79.0882,0.23,35.65,4,3,0
CP-01314,UPI Fraud,51881,14,9,Aurangabad,19.8762,75.3433,0.84,8.37,10,6,1
CP-01315,Online Shopping Fraud,3860,7,1,Pune,18.5204,73.8567,0.63,29.87,0,2,0
CP-01316,Phishing,3814,12,5,Nashik,19.9975,73.7898,0.98,31.91,11,5,1
CP-01317,UPI Fraud,29565,5,7,Kolhapur,16.705,74.2433,0.54,12.64,12,8,0
CP-01318,UPI Fraud,11374,15,5,Nagpur,21.1458,79.0882,0.63,32.1,18,3,0
CP-01319,UPI Fraud,78605,2,4,Nashik,19.9975,73.7898,0.14,13.47,5,2,0
CP-01320,UPI Fraud,47869,15,7,Nashik,19.9975,73.7898,0.39,24.81,0,13,0
CP-01321,Phishing,82509,2,7,Nashik,19.9975,73.7898,0.69,19.08,10,14,0
CP-01322,Investment Fraud,39658,1,6,Mumbai,19.076,72.8777,0.66,31.75,1,3,0
CP-01323,UPI Fraud,63927,10,20,Nagpur,21.1458,79.0882,0.55,8.34,23,8,1
CP-01324,Investment Fraud,79944,1,18,Mumbai,19.076,72.8777,0.02,25.83,4,6,0
CP-01325,Investment Fraud,28937,1,11,Pune,18.5204,73.8567,0.14,4.63,22,4,0
CP-01326,Identity Theft,63620,4,3,Nagpur,21.1458,79.0882,0.35,27.8,9,14,0
CP-01327,Identity Theft,67694,7,7,Nashik,19.9975,73.7898,0.25,10.29,22,8,0
CP-01328,Identity Theft,76999,13,19,Pune,18.5204,73.8567,0.31,39.81,23,15,1
CP-01329,Identity Theft,56040,10,9,Nashik,19.9975,73.7898,0.82,31.33,19,12,1
CP-01330,UPI Fraud,74836,6,12,Mumbai,19.076,72.8777,0.9,41.06,14,5,0
CP-01331,Identity Theft,33669,10,14,Thane,19.2183,72.9781,0.29,41.42,20,11,0
CP-01332,Phishing,15527,3,11,Pune,18.5204,73.8567,0.43,9.7,7,2,0
CP-01333,Investment Fraud,49214,6,5,Kolhapur,16.705,74.2433,0.78,6.55,10,0,0
CP-01334,Online Shopping Fraud,61497,10,11,Mumbai,19.076,72.8777,0.9,28.3,12,9,1
CP-01335,Online Shopping Fraud,69609,4,4,Mumbai,19.076,72.8777,0.56,35.96,21,2,0
CP-01336,Identity Theft,55779,11,14,Kolhapur,16.705,74.2433,0.32,16.35,6,1,0
CP-01337,Online Shopping Fraud,6633,5,14,Nashik,19.9975,73.7898,0.12,22.91,19,10,0
CP-01338,Identity Theft,31488,10,1,Nashik,19.9975,73.7898,0.29,32.36,18,0,0
CP-01339,Investment Fraud,17678,14,13,Nagpur,21.1458,79.0882,0.04,26.91,16,1,0
CP-01340,Investment Fraud,2632,2,16,Kolhapur,16.705,74.2433,0.1,40.22,23,9,0
CP-01341,Identity Theft,99287,6,13,Nagpur,21.1458,79.0882,0.08,38.84,15,1,0
CP-01342,Online Shopping Fraud,91786,8,16,Nagpur,21.1458,79.0882,0.85,48.37,3,11,1
CP-01343,Phishing,4338,4,2,Pune,18.5204,73.8567,0.83,7.37,10,13,0
CP-01344,Investment Fraud,12036,4,12,Mumbai,19.076,72.8777,0.82,27.11,0,1,1
CP-01345,Investment Fraud,6146,2,2,Aurangabad,19.8762,75.3433,0.95,4.21,10,12,1
CP-01346,Online Shopping Fraud,22826,15,5,Kolhapur,16.705,74.2433,0.58,6.44,10,4,0
CP-01347,Identity Theft,54671,11,15,Aurangabad,19.8762,75.3433,0.67,26.33,7,15,1
CP-01348,Investment Fraud,42693,13,16,Nagpur,21.1458,79.0882,0.23,13.56,9,2,0
CP-01349,Phishing,32268,11,7,Thane,19.2183,72.9781,0.69,4.22,15,1,0
CP-01350,Phishing,88383,4,15,Pune,18.5204,73.8567,0.82,9.8,3,10,1
CP-01351,Phishing,77901,13,17,Aurangabad,19.8762,75.3433,0.51,16.01,9,14,1
CP-01352,Identity Theft,66627,2,5,Aurangabad,19.8762,75.3433,0.22,18.5,14,6,0
CP-01353,Phishing,9496,5,14,Mumbai,19.076,72.8777,0.16,15.7,18,3,0
CP-01354,UPI Fraud,14547,12,4,Nashik,19.9975,73.7898,0.24,44.76,5,8,0
CP-01355,Investment Fraud,87254,9,15,Nashik,19.9975,73.7898,0.35,6.36,17,2,0
CP-01356,Investment Fraud,28295,3,13,Nashik,19.9975,73.7898,0.5,25.64,1,14,0
CP-01357,Identity Theft,13320,1,13,Nagpur,21.1458,79.0882,0.73,21.42,9,6,0
CP-01358,Phishing,78363,5,17,Mumbai,19.076,72.8777,0.61,26.17,3,1,0
CP-01359,Online Shopping Fraud,29280,2,2,Pune,18.5204,73.8567,0.9,28.97,7,2,0
CP-01360,Phishing,36605,4,20,Pune,18.5204,73.8567,0.7,20.53,12,3,0
CP-01361,Online Shopping Fraud,91160,5,16,Kolhapur,16.705,74.2433,0.21,39.39,11,9,0
CP-01362,Investment Fraud,96691,1,4,Nagpur,21.1458,79.0882,0.19,45.44,19,15,0
CP-01363,Identity Theft,90669,4,6,Aurangabad,19.8762,75.3433,0.32,3.94,5,10,0
CP-01364,Phishing,2169,11,16,Mumbai,19.076,72.8777,0.43,1.53,8,2,0
CP-01365,Identity Theft,1775,10,12,Kolhapur,16.705,74.2433,0.97,29.37,15,7,1
CP-01366,Phishing,6421,14,1,Pune,18.5204,73.8567,0.57,49.53,7,5,0
CP-01367,Online Shopping Fraud,12808,2,10,Aurangabad,19.8762,75.3433,0.8,17.12,15,11,0
CP-01368,Investment Fraud,87454,8,9,Nagpur,21.1458,79.0882,0.36,1.17,11,9,0
CP-01369,Phishing,87523,14,20,Thane,19.2183,72.9781,0.48,13.86,16,0,0
CP-01370,Investment Fraud,29369,11,5,Nashik,19.9975,73.7898,0.36,2.03,18,13,0
CP-01371,Online Shopping Fraud,98065,2,7,Mumbai,19.076,72.8777,0.92,19.2,3,8,1
CP-01372,Online Shopping Fraud,69562,3,9,Nashik,19.9975,73.7898,0.91,17.77,10,12,0
CP-01373,Identity Theft,36708,5,7,Nashik,19.9975,73.7898,0.04,26.24,10,3,0
CP-01374,Identity Theft,60141,10,12,Aurangabad,19.8762,75.3433,0.29,48.49,15,4,0
CP-01375,Investment Fraud,20190,9,10,Kolhapur,16.705,74.2433,0.62,33.38,9,15,0
CP-01376,UPI Fraud,39130,1,15,Pune,18.5204,73.8567,0.04,14.51,18,3,0
CP-01377,Phishing,40584,1,14,Nashik,19.9975,73.7898,0.35,41.79,1,8,0
CP-01378,Investment Fraud,37628,13,17,Nagpur,21.1458,79.0882,0.67,38.56,4,2,1
CP-01379,Identity Theft,96582,4,14,Mumbai,19.076,72.8777,0.59,4.5,7,1,0
CP-01380,Investment Fraud,33101,13,13,Nagpur,21.1458,79.0882,0.42,48.36,3,8,0
CP-01381,Phishing,41228,3,19,Thane,19.2183,72.9781,0.44,43.86,18,4,0
CP-01382,Online Shopping Fraud,18285,7,18,Nagpur,21.1458,79.0882,0.2,15.6,9,14,0
CP-01383,Online Shopping Fraud,49778,13,14,Mumbai,19.076,72.8777,0.1,26.57,22,10,0
CP-01384,UPI Fraud,93901,6,15,Kolhapur,16.705,74.2433,0.35,23.59,13,14,0
CP-01385,Online Shopping Fraud,3963,13,14,Thane,19.2183,72.9781,0.09,7.46,9,7,0
CP-01386,Identity Theft,49404,3,20,Thane,19.2183,72.9781,0.54,28.5,9,1,0
